 written on 11Jul2025 at 20:42:38 
           4
        1957
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    2    2    1    1    1    2    2    2
    3    2    1    1    2    2    1    1    1    1    1    2    2    1    1
    1    1    1    1    1    1    2    3    1    1    1    1    1    1    1
    1    1    1    1    3    1    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    2
    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    1    3    1    1    1    1    1    1    1    1    1    1    1    3
    2    1    1    1    1    1    1    1    1    2    2    1    1    1    1
    1    2    2    1    1    2    3    2    2    2    1    1    1    2    2
    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    1    1    2    2    1
    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1
    1    1    1    2    2    1    1    1    1    2    2    1    2    2    1
    2    2    1    1    1    1    2    2    1    1    1    1    1    1    1
    2    2    1    1    1    1    1    1    1    1    1    1    2    2    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    2    2    1    1    1    1    1    1    2    2    1    1
    1    2    2    2    4    2    1    1    2    2    1    1    1    1    1
    2    2    1    1    1    1    1    1    1    1    2    3    1    1    1
    1    1    1    1    1    1    1    1    3    1    1    1    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    1    1    1    4    1    1    1    1    1    1    1    1
    1    1    1    4    2    1    1    1    1    1    1    1    1    2    2
    1    1    1    1    1    2    2    1    1    2    3    3    2    2    2
    3    2    1    1    1    1    1    1    2    2    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    2
    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    3    1    1    1    1    1    1    1
    1    1    1    1    3    2    1    1    1    1    1    1    1    1    1
    1    2    2    1    1    1    1    1    1    1    1    1    2    2    1
    1    1    1    1    1    1    1    2    3    1    1    1    1    1    1
    1    3    2    1    1    1    1    2    2    1    2    3    2    2    2
    2    2    2    2    3    2    1    1    1    1    1    1    1    1    1
    1    2    2    1    1    1    1    1    1    1    1    1    1    1    2
    1    1    1    1    1    1    1    1    1    1    1    1    3    1    1
    1    1    1    1    1    1    1    1    1    3    2    1    1    1    1
    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1
    1    1    2    2    1    1    1    1    1    1    1    1    2    2    1
    1    1    1    1    1    1    2    2    1    1    1    1    1    1    2
    2    1    1    1    1    1    2    2    1    1    1    1    2    3    1
    1    1    3    2    2    6    2    2    2    2    2    2    2    2    2
    2    2    6    2    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    2    2    1    1    1
    1    1    1    1    1    2    2    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    2    2    1    1    1    1    1    2
    2    1    1    1    1    2    2    1    1    1    2    2    1    1    2
    2    1    2    2    2    6    3    2    2    2    2    2    2    2    3
    2    1    1    1    1    1    1    2    2    1    1    1    1    1    2
    2    1    1    1    1    2    2    1    1    1    2    2    1    1    2
    2    1    2    2    2    3    3    2    2    2    3    2    1    1    2
    2    1    2    2    2    3    4
   -9    3    3    1    1   -0.000569   -0.000000
   -9    3    3    2    1    0.001132    0.000000
   -9    3    3    3    1    0.001132    0.000000
   -9    3    3    4    1    0.001132    0.000000
   -9    3    3    1    2   -0.001132    0.000000
   -9    3    3    2    2    0.001333   -0.000000
   -9    3    3    3    2   -0.002106    0.000000
   -9    3    3    4    2   -0.002106   -0.000000
   -9    3    3    1    3   -0.001132    0.000000
   -9    3    3    2    3   -0.002106   -0.000000
   -9    3    3    3    3    0.001333    0.000000
   -9    3    3    4    3   -0.002106    0.000000
   -9    3    3    1    4   -0.001132    0.000000
   -9    3    3    2    4   -0.002106    0.000000
   -9    3    3    3    4   -0.002106   -0.000000
   -9    3    3    4    4    0.001333   -0.000000
   -8    0    4    1    1   -0.003011   -0.000000
   -8    0    4    2    1    0.001741    0.000000
   -8    0    4    3    1    0.001741    0.000000
   -8    0    4    4    1    0.000395   -0.000000
   -8    0    4    1    2   -0.001741    0.000000
   -8    0    4    2    2   -0.000632   -0.000000
   -8    0    4    3    2   -0.000333    0.000000
   -8    0    4    4    2   -0.000744   -0.000000
   -8    0    4    1    3   -0.001741    0.000000
   -8    0    4    2    3   -0.000333   -0.000000
   -8    0    4    3    3   -0.000632    0.000000
   -8    0    4    4    3   -0.000744   -0.000000
   -8    0    4    1    4   -0.000395   -0.000000
   -8    0    4    2    4   -0.000744    0.000000
   -8    0    4    3    4   -0.000744    0.000000
   -8    0    4    4    4   -0.002962   -0.000000
   -8    1    3    1    1   -0.001490    0.000000
   -8    1    3    2    1   -0.000809    0.000000
   -8    1    3    3    1   -0.000853   -0.000000
   -8    1    3    4    1   -0.000972    0.000000
   -8    1    3    1    2    0.000809    0.000000
   -8    1    3    2    2   -0.001367    0.000000
   -8    1    3    3    2   -0.001065   -0.000000
   -8    1    3    4    2    0.000857    0.000000
   -8    1    3    1    3    0.000853   -0.000000
   -8    1    3    2    3   -0.001065    0.000000
   -8    1    3    3    3    0.001409    0.000000
   -8    1    3    4    3    0.000171    0.000000
   -8    1    3    1    4    0.000972    0.000000
   -8    1    3    2    4    0.000857   -0.000000
   -8    1    3    3    4    0.000171   -0.000000
   -8    1    3    4    4   -0.002563   -0.000000
   -8    1    4    1    1   -0.005428    0.000000
   -8    1    4    2    1    0.001281    0.000000
   -8    1    4    3    1    0.001281    0.000000
   -8    1    4    4    1   -0.003348   -0.000000
   -8    1    4    1    2   -0.001281    0.000000
   -8    1    4    2    2   -0.001543   -0.000000
   -8    1    4    3    2    0.000365   -0.000000
   -8    1    4    4    2   -0.000572   -0.000000
   -8    1    4    1    3   -0.001281    0.000000
   -8    1    4    2    3    0.000365    0.000000
   -8    1    4    3    3   -0.001543   -0.000000
   -8    1    4    4    3   -0.000572   -0.000000
   -8    1    4    1    4    0.003348   -0.000000
   -8    1    4    2    4   -0.000572    0.000000
   -8    1    4    3    4   -0.000572    0.000000
   -8    1    4    4    4   -0.002415    0.000000
   -8    2    2    1    1    0.004179    0.000000
   -8    2    2    2    1   -0.001221   -0.000000
   -8    2    2    3    1   -0.000566   -0.000000
   -8    2    2    4    1   -0.001221   -0.000000
   -8    2    2    1    2    0.001221   -0.000000
   -8    2    2    2    2   -0.001929    0.000000
   -8    2    2    3    2   -0.001123    0.000000
   -8    2    2    4    2    0.000424   -0.000000
   -8    2    2    1    3    0.000566   -0.000000
   -8    2    2    2    3   -0.001123   -0.000000
   -8    2    2    3    3    0.004620   -0.000000
   -8    2    2    4    3   -0.001123   -0.000000
   -8    2    2    1    4    0.001221   -0.000000
   -8    2    2    2    4    0.000424    0.000000
   -8    2    2    3    4   -0.001123    0.000000
   -8    2    2    4    4   -0.001929    0.000000
   -8    2    3    1    1   -0.000304    0.000000
   -8    2    3    2    1   -0.000343    0.000000
   -8    2    3    3    1    0.002653   -0.000000
   -8    2    3    4    1   -0.000120   -0.000000
   -8    2    3    1    2    0.000343    0.000000
   -8    2    3    2    2    0.000723    0.000000
   -8    2    3    3    2   -0.002459   -0.000000
   -8    2    3    4    2    0.000011   -0.000000
   -8    2    3    1    3   -0.002653   -0.000000
   -8    2    3    2    3   -0.002459    0.000000
   -8    2    3    3    3    0.003908   -0.000000
   -8    2    3    4    3   -0.000425    0.000000
   -8    2    3    1    4    0.000120   -0.000000
   -8    2    3    2    4    0.000011    0.000000
   -8    2    3    3    4   -0.000425   -0.000000
   -8    2    3    4    4   -0.000329    0.000000
   -8    2    4    1    1    0.000724    0.000000
   -8    2    4    2    1    0.000030    0.000000
   -8    2    4    3    1    0.000030    0.000000
   -8    2    4    4    1    0.001124   -0.000000
   -8    2    4    1    2   -0.000030    0.000000
   -8    2    4    2    2    0.002876   -0.000000
   -8    2    4    3    2   -0.004016   -0.000000
   -8    2    4    4    2    0.000207    0.000000
   -8    2    4    1    3   -0.000030    0.000000
   -8    2    4    2    3   -0.004016    0.000000
   -8    2    4    3    3    0.002876    0.000000
   -8    2    4    4    3    0.000207    0.000000
   -8    2    4    1    4   -0.001124   -0.000000
   -8    2    4    2    4    0.000207   -0.000000
   -8    2    4    3    4    0.000207   -0.000000
   -8    2    4    4    4    0.002122   -0.000000
   -8    3    1    1    1   -0.001490   -0.000000
   -8    3    1    2    1   -0.000972    0.000000
   -8    3    1    3    1   -0.000853   -0.000000
   -8    3    1    4    1   -0.000809    0.000000
   -8    3    1    1    2    0.000972    0.000000
   -8    3    1    2    2   -0.002563    0.000000
   -8    3    1    3    2    0.000171   -0.000000
   -8    3    1    4    2    0.000857   -0.000000
   -8    3    1    1    3    0.000853   -0.000000
   -8    3    1    2    3    0.000171    0.000000
   -8    3    1    3    3    0.001409   -0.000000
   -8    3    1    4    3   -0.001065    0.000000
   -8    3    1    1    4    0.000809    0.000000
   -8    3    1    2    4    0.000857    0.000000
   -8    3    1    3    4   -0.001065   -0.000000
   -8    3    1    4    4   -0.001367    0.000000
   -8    3    2    1    1   -0.000304   -0.000000
   -8    3    2    2    1   -0.000120   -0.000000
   -8    3    2    3    1    0.002653   -0.000000
   -8    3    2    4    1   -0.000343    0.000000
   -8    3    2    1    2    0.000120   -0.000000
   -8    3    2    2    2   -0.000329    0.000000
   -8    3    2    3    2   -0.000425   -0.000000
   -8    3    2    4    2    0.000011    0.000000
   -8    3    2    1    3   -0.002653   -0.000000
   -8    3    2    2    3   -0.000425    0.000000
   -8    3    2    3    3    0.003908    0.000000
   -8    3    2    4    3   -0.002459    0.000000
   -8    3    2    1    4    0.000343    0.000000
   -8    3    2    2    4    0.000011   -0.000000
   -8    3    2    3    4   -0.002459   -0.000000
   -8    3    2    4    4    0.000723   -0.000000
   -8    3    3    1    1    0.001323   -0.000000
   -8    3    3    2    1   -0.000952    0.000000
   -8    3    3    3    1   -0.000081    0.000000
   -8    3    3    4    1   -0.000952    0.000000
   -8    3    3    1    2    0.000952    0.000000
   -8    3    3    2    2    0.001274    0.000000
   -8    3    3    3    2   -0.000385   -0.000000
   -8    3    3    4    2   -0.000199   -0.000000
   -8    3    3    1    3    0.000081    0.000000
   -8    3    3    2    3   -0.000385    0.000000
   -8    3    3    3    3   -0.003694    0.000000
   -8    3    3    4    3   -0.000385    0.000000
   -8    3    3    1    4    0.000952    0.000000
   -8    3    3    2    4   -0.000199    0.000000
   -8    3    3    3    4   -0.000385   -0.000000
   -8    3    3    4    4    0.001274   -0.000000
   -8    3    4    1    1    0.002467   -0.000000
   -8    3    4    2    1   -0.001236    0.000000
   -8    3    4    3    1   -0.001236    0.000000
   -8    3    4    4    1   -0.000140   -0.000000
   -8    3    4    1    2    0.001236    0.000000
   -8    3    4    2    2   -0.000439    0.000000
   -8    3    4    3    2   -0.000574    0.000000
   -8    3    4    4    2   -0.000229    0.000000
   -8    3    4    1    3    0.001236    0.000000
   -8    3    4    2    3   -0.000574   -0.000000
   -8    3    4    3    3   -0.000439   -0.000000
   -8    3    4    4    3   -0.000229    0.000000
   -8    3    4    1    4    0.000140   -0.000000
   -8    3    4    2    4   -0.000229   -0.000000
   -8    3    4    3    4   -0.000229   -0.000000
   -8    3    4    4    4    0.004244   -0.000000
   -8    4    0    1    1   -0.003011    0.000000
   -8    4    0    2    1    0.000395   -0.000000
   -8    4    0    3    1    0.001741    0.000000
   -8    4    0    4    1    0.001741    0.000000
   -8    4    0    1    2   -0.000395   -0.000000
   -8    4    0    2    2   -0.002962    0.000000
   -8    4    0    3    2   -0.000744    0.000000
   -8    4    0    4    2   -0.000744    0.000000
   -8    4    0    1    3   -0.001741    0.000000
   -8    4    0    2    3   -0.000744   -0.000000
   -8    4    0    3    3   -0.000632    0.000000
   -8    4    0    4    3   -0.000333   -0.000000
   -8    4    0    1    4   -0.001741    0.000000
   -8    4    0    2    4   -0.000744   -0.000000
   -8    4    0    3    4   -0.000333    0.000000
   -8    4    0    4    4   -0.000632   -0.000000
   -8    4    1    1    1   -0.005428   -0.000000
   -8    4    1    2    1   -0.003348   -0.000000
   -8    4    1    3    1    0.001281    0.000000
   -8    4    1    4    1    0.001281    0.000000
   -8    4    1    1    2    0.003348   -0.000000
   -8    4    1    2    2   -0.002415    0.000000
   -8    4    1    3    2   -0.000572    0.000000
   -8    4    1    4    2   -0.000572    0.000000
   -8    4    1    1    3   -0.001281    0.000000
   -8    4    1    2    3   -0.000572   -0.000000
   -8    4    1    3    3   -0.001543   -0.000000
   -8    4    1    4    3    0.000365   -0.000000
   -8    4    1    1    4   -0.001281    0.000000
   -8    4    1    2    4   -0.000572   -0.000000
   -8    4    1    3    4    0.000365    0.000000
   -8    4    1    4    4   -0.001543    0.000000
   -8    4    2    1    1    0.000724    0.000000
   -8    4    2    2    1    0.001124   -0.000000
   -8    4    2    3    1    0.000030    0.000000
   -8    4    2    4    1    0.000030    0.000000
   -8    4    2    1    2   -0.001124   -0.000000
   -8    4    2    2    2    0.002122   -0.000000
   -8    4    2    3    2    0.000207   -0.000000
   -8    4    2    4    2    0.000207   -0.000000
   -8    4    2    1    3   -0.000030    0.000000
   -8    4    2    2    3    0.000207    0.000000
   -8    4    2    3    3    0.002876   -0.000000
   -8    4    2    4    3   -0.004016   -0.000000
   -8    4    2    1    4   -0.000030    0.000000
   -8    4    2    2    4    0.000207    0.000000
   -8    4    2    3    4   -0.004016    0.000000
   -8    4    2    4    4    0.002876    0.000000
   -8    4    3    1    1    0.002467    0.000000
   -8    4    3    2    1   -0.000140   -0.000000
   -8    4    3    3    1   -0.001236    0.000000
   -8    4    3    4    1   -0.001236    0.000000
   -8    4    3    1    2    0.000140   -0.000000
   -8    4    3    2    2    0.004244   -0.000000
   -8    4    3    3    2   -0.000229   -0.000000
   -8    4    3    4    2   -0.000229   -0.000000
   -8    4    3    1    3    0.001236    0.000000
   -8    4    3    2    3   -0.000229    0.000000
   -8    4    3    3    3   -0.000439    0.000000
   -8    4    3    4    3   -0.000574    0.000000
   -8    4    3    1    4    0.001236    0.000000
   -8    4    3    2    4   -0.000229    0.000000
   -8    4    3    3    4   -0.000574   -0.000000
   -8    4    3    4    4   -0.000439    0.000000
   -8    4    4    1    1   -0.004653    0.000000
   -8    4    4    2    1   -0.001012    0.000000
   -8    4    4    3    1   -0.001012    0.000000
   -8    4    4    4    1   -0.001012    0.000000
   -8    4    4    1    2    0.001012    0.000000
   -8    4    4    2    2   -0.004673   -0.000000
   -8    4    4    3    2    0.002172   -0.000000
   -8    4    4    4    2    0.002172    0.000000
   -8    4    4    1    3    0.001012    0.000000
   -8    4    4    2    3    0.002172    0.000000
   -8    4    4    3    3   -0.004673    0.000000
   -8    4    4    4    3    0.002172   -0.000000
   -8    4    4    1    4    0.001012    0.000000
   -8    4    4    2    4    0.002172   -0.000000
   -8    4    4    3    4    0.002172    0.000000
   -8    4    4    4    4   -0.004673    0.000000
   -7   -3    5    1    1   -0.001690   -0.000000
   -7   -3    5    2    1    0.000454   -0.000000
   -7   -3    5    3    1    0.000454   -0.000000
   -7   -3    5    4    1   -0.000731   -0.000000
   -7   -3    5    1    2   -0.000454   -0.000000
   -7   -3    5    2    2    0.000957   -0.000000
   -7   -3    5    3    2   -0.000633   -0.000000
   -7   -3    5    4    2   -0.000612   -0.000000
   -7   -3    5    1    3   -0.000454   -0.000000
   -7   -3    5    2    3   -0.000633    0.000000
   -7   -3    5    3    3    0.000957    0.000000
   -7   -3    5    4    3   -0.000612   -0.000000
   -7   -3    5    1    4    0.000731   -0.000000
   -7   -3    5    2    4   -0.000612    0.000000
   -7   -3    5    3    4   -0.000612    0.000000
   -7   -3    5    4    4   -0.006690   -0.000000
   -7   -2    4    1    1   -0.000370    0.000000
   -7   -2    4    2    1    0.001724   -0.000000
   -7   -2    4    3    1   -0.000175    0.000000
   -7   -2    4    4    1    0.003213   -0.000000
   -7   -2    4    1    2   -0.001724   -0.000000
   -7   -2    4    2    2   -0.000701   -0.000000
   -7   -2    4    3    2    0.002023   -0.000000
   -7   -2    4    4    2   -0.001141   -0.000000
   -7   -2    4    1    3    0.000175    0.000000
   -7   -2    4    2    3    0.002023    0.000000
   -7   -2    4    3    3    0.000341    0.000000
   -7   -2    4    4    3   -0.000925    0.000000
   -7   -2    4    1    4   -0.003213   -0.000000
   -7   -2    4    2    4   -0.001141    0.000000
   -7   -2    4    3    4   -0.000925   -0.000000
   -7   -2    4    4    4   -0.001354    0.000000
   -7   -2    5    1    1   -0.004410    0.000000
   -7   -2    5    2    1    0.000578   -0.000000
   -7   -2    5    3    1    0.000578   -0.000000
   -7   -2    5    4    1    0.003551    0.000000
   -7   -2    5    1    2   -0.000578   -0.000000
   -7   -2    5    2    2    0.002481   -0.000000
   -7   -2    5    3    2   -0.001971    0.000000
   -7   -2    5    4    2   -0.000172    0.000000
   -7   -2    5    1    3   -0.000578   -0.000000
   -7   -2    5    2    3   -0.001971   -0.000000
   -7   -2    5    3    3    0.002481    0.000000
   -7   -2    5    4    3   -0.000172    0.000000
   -7   -2    5    1    4   -0.003551    0.000000
   -7   -2    5    2    4   -0.000172   -0.000000
   -7   -2    5    3    4   -0.000172   -0.000000
   -7   -2    5    4    4   -0.002149    0.000000
   -7   -1    3    1    1    0.002550    0.000000
   -7   -1    3    2    1   -0.004873   -0.000000
   -7   -1    3    3    1   -0.002174    0.000000
   -7   -1    3    4    1   -0.004317    0.000000
   -7   -1    3    1    2    0.004873   -0.000000
   -7   -1    3    2    2    0.002227    0.000000
   -7   -1    3    3    2    0.001540    0.000000
   -7   -1    3    4    2    0.001091   -0.000000
   -7   -1    3    1    3    0.002174    0.000000
   -7   -1    3    2    3    0.001540   -0.000000
   -7   -1    3    3    3    0.001181    0.000000
   -7   -1    3    4    3   -0.000123    0.000000
   -7   -1    3    1    4    0.004317    0.000000
   -7   -1    3    2    4    0.001091    0.000000
   -7   -1    3    3    4   -0.000123   -0.000000
   -7   -1    3    4    4   -0.000974   -0.000000
   -7   -1    4    1    1    0.000058    0.000000
   -7   -1    4    2    1   -0.005114   -0.000000
   -7   -1    4    3    1    0.001551    0.000000
   -7   -1    4    4    1    0.001574    0.000000
   -7   -1    4    1    2    0.005114   -0.000000
   -7   -1    4    2    2   -0.001570    0.000000
   -7   -1    4    3    2    0.004724   -0.000000
   -7   -1    4    4    2   -0.002782   -0.000000
   -7   -1    4    1    3   -0.001551    0.000000
   -7   -1    4    2    3    0.004724    0.000000
   -7   -1    4    3    3    0.002124   -0.000000
   -7   -1    4    4    3    0.001293    0.000000
   -7   -1    4    1    4   -0.001574    0.000000
   -7   -1    4    2    4   -0.002782    0.000000
   -7   -1    4    3    4    0.001293   -0.000000
   -7   -1    4    4    4   -0.003328   -0.000000
   -7   -1    5    1    1    0.001863   -0.000000
   -7   -1    5    2    1   -0.000575   -0.000000
   -7   -1    5    3    1   -0.000575   -0.000000
   -7   -1    5    4    1   -0.001627    0.000000
   -7   -1    5    1    2    0.000575   -0.000000
   -7   -1    5    2    2   -0.002852    0.000000
   -7   -1    5    3    2    0.003066    0.000000
   -7   -1    5    4    2    0.001944    0.000000
   -7   -1    5    1    3    0.000575   -0.000000
   -7   -1    5    2    3    0.003066   -0.000000
   -7   -1    5    3    3   -0.002852   -0.000000
   -7   -1    5    4    3    0.001944    0.000000
   -7   -1    5    1    4    0.001627    0.000000
   -7   -1    5    2    4    0.001944   -0.000000
   -7   -1    5    3    4    0.001944   -0.000000
   -7   -1    5    4    4    0.003199    0.000000
   -7    0    2    1    1   -0.000522   -0.000000
   -7    0    2    2    1    0.001157    0.000000
   -7    0    2    3    1   -0.000166   -0.000000
   -7    0    2    4    1    0.001498    0.000000
   -7    0    2    1    2   -0.001157    0.000000
   -7    0    2    2    2   -0.002966   -0.000000
   -7    0    2    3    2    0.000867   -0.000000
   -7    0    2    4    2    0.000156   -0.000000
   -7    0    2    1    3    0.000166   -0.000000
   -7    0    2    2    3    0.000867    0.000000
   -7    0    2    3    3   -0.002511   -0.000000
   -7    0    2    4    3    0.001262    0.000000
   -7    0    2    1    4   -0.001498    0.000000
   -7    0    2    2    4    0.000156    0.000000
   -7    0    2    3    4    0.001262   -0.000000
   -7    0    2    4    4    0.002396    0.000000
   -7    0    3    1    1    0.004588   -0.000000
   -7    0    3    2    1   -0.002503   -0.000000
   -7    0    3    3    1   -0.000364   -0.000000
   -7    0    3    4    1    0.005033    0.000000
   -7    0    3    1    2    0.002503   -0.000000
   -7    0    3    2    2    0.002380   -0.000000
   -7    0    3    3    2   -0.000758    0.000000
   -7    0    3    4    2   -0.000637    0.000000
   -7    0    3    1    3    0.000364   -0.000000
   -7    0    3    2    3   -0.000758   -0.000000
   -7    0    3    3    3    0.000797   -0.000000
   -7    0    3    4    3    0.000538   -0.000000
   -7    0    3    1    4   -0.005033    0.000000
   -7    0    3    2    4   -0.000637   -0.000000
   -7    0    3    3    4    0.000538    0.000000
   -7    0    3    4    4    0.000967    0.000000
   -7    0    4    1    1   -0.000261   -0.000000
   -7    0    4    2    1    0.000556   -0.000000
   -7    0    4    3    1   -0.000412    0.000000
   -7    0    4    4    1   -0.002424   -0.000000
   -7    0    4    1    2   -0.000556   -0.000000
   -7    0    4    2    2   -0.002009    0.000000
   -7    0    4    3    2   -0.000855   -0.000000
   -7    0    4    4    2   -0.000435   -0.000000
   -7    0    4    1    3    0.000412    0.000000
   -7    0    4    2    3   -0.000855    0.000000
   -7    0    4    3    3    0.000460   -0.000000
   -7    0    4    4    3   -0.000505   -0.000000
   -7    0    4    1    4    0.002424   -0.000000
   -7    0    4    2    4   -0.000435    0.000000
   -7    0    4    3    4   -0.000505    0.000000
   -7    0    4    4    4   -0.001459    0.000000
   -7    0    5    1    1    0.006155   -0.000000
   -7    0    5    2    1   -0.001198   -0.000000
   -7    0    5    3    1   -0.001198   -0.000000
   -7    0    5    4    1   -0.000502   -0.000000
   -7    0    5    1    2    0.001198   -0.000000
   -7    0    5    2    2    0.002589    0.000000
   -7    0    5    3    2   -0.000859   -0.000000
   -7    0    5    4    2    0.001362    0.000000
   -7    0    5    1    3    0.001198   -0.000000
   -7    0    5    2    3   -0.000859    0.000000
   -7    0    5    3    3    0.002589   -0.000000
   -7    0    5    4    3    0.001362    0.000000
   -7    0    5    1    4    0.000502   -0.000000
   -7    0    5    2    4    0.001362   -0.000000
   -7    0    5    3    4    0.001362   -0.000000
   -7    0    5    4    4    0.000157    0.000000
   -7    1    1    1    1    0.002215   -0.000000
   -7    1    1    2    1   -0.003518   -0.000000
   -7    1    1    3    1    0.001967    0.000000
   -7    1    1    4    1   -0.003518   -0.000000
   -7    1    1    1    2    0.003518   -0.000000
   -7    1    1    2    2    0.001835    0.000000
   -7    1    1    3    2    0.000094   -0.000000
   -7    1    1    4    2    0.000650   -0.000000
   -7    1    1    1    3   -0.001967    0.000000
